Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;04.11.2023 20:30:00;04.11.2023 20:44:59;0,562
;;;04.11.2023 20:45:00;04.11.2023 20:59:59;0,476
;;;04.11.2023 21:00:00;04.11.2023 21:14:59;0,465
;;;04.11.2023 21:15:00;04.11.2023 21:29:59;0,422
;;;04.11.2023 21:30:00;04.11.2023 21:44:59;0,417
;;;04.11.2023 21:45:00;04.11.2023 21:59:59;0,438
;;;04.11.2023 22:00:00;04.11.2023 22:14:59;0,334
;;;04.11.2023 22:15:00;04.11.2023 22:29:59;0,337
;;;04.11.2023 22:30:00;04.11.2023 22:44:59;0,333
;;;04.11.2023 22:45:00;04.11.2023 22:59:59;0,299
;;;04.11.2023 23:00:00;04.11.2023 23:14:59;0,307
;;;04.11.2023 23:15:00;04.11.2023 23:29:59;0,282
;;;04.11.2023 23:30:00;04.11.2023 23:44:59;0,28
;;;04.11.2023 23:45:00;04.11.2023 23:59:59;0,287
;;;05.11.2023 00:00:00;05.11.2023 00:14:59;0,272
;;;05.11.2023 00:15:00;05.11.2023 00:29:59;0,293
;;;05.11.2023 00:30:00;05.11.2023 00:44:59;0,281
;;;05.11.2023 00:45:00;05.11.2023 00:59:59;0,235
;;;05.11.2023 01:00:00;05.11.2023 01:14:59;0,248
;;;05.11.2023 01:15:00;05.11.2023 01:29:59;0,235
;;;05.11.2023 01:30:00;05.11.2023 01:44:59;0,248
;;;05.11.2023 01:45:00;05.11.2023 01:59:59;0,248
;;;05.11.2023 02:00:00;05.11.2023 02:14:59;0,236
;;;05.11.2023 02:15:00;05.11.2023 02:29:59;0,245
;;;05.11.2023 02:30:00;05.11.2023 02:44:59;0,238
;;;05.11.2023 02:45:00;05.11.2023 02:59:59;0,246
;;;05.11.2023 03:00:00;05.11.2023 03:14:59;0,251
;;;05.11.2023 03:15:00;05.11.2023 03:29:59;0,239
;;;05.11.2023 03:30:00;05.11.2023 03:44:59;0,242
;;;05.11.2023 03:45:00;05.11.2023 03:59:59;0,244
;;;05.11.2023 04:00:00;05.11.2023 04:14:59;0,24
;;;05.11.2023 04:15:00;05.11.2023 04:29:59;0,259
;;;05.11.2023 04:30:00;05.11.2023 04:44:59;0,244
;;;05.11.2023 04:45:00;05.11.2023 04:59:59;0,292
;;;05.11.2023 05:00:00;05.11.2023 05:14:59;0,245
;;;05.11.2023 05:15:00;05.11.2023 05:29:59;0,25
;;;05.11.2023 05:30:00;05.11.2023 05:44:59;0,262
;;;05.11.2023 05:45:00;05.11.2023 05:59:59;0,258
;;;05.11.2023 06:00:00;05.11.2023 06:14:59;0,245
;;;05.11.2023 06:15:00;05.11.2023 06:29:59;0,253
;;;05.11.2023 06:30:00;05.11.2023 06:44:59;0,24
;;;05.11.2023 06:45:00;05.11.2023 06:59:59;0,253
;;;05.11.2023 07:00:00;05.11.2023 07:14:59;0,251
;;;05.11.2023 07:15:00;05.11.2023 07:29:59;0,245
;;;05.11.2023 07:30:00;05.11.2023 07:44:59;0,255
;;;05.11.2023 07:45:00;05.11.2023 07:59:59;0,233
;;;05.11.2023 08:00:00;05.11.2023 08:14:59;0,251
;;;05.11.2023 08:15:00;05.11.2023 08:29:59;0,38
;;;05.11.2023 08:30:00;05.11.2023 08:44:59;0,722
;;;05.11.2023 08:45:00;05.11.2023 08:59:59;0,295
;;;05.11.2023 09:00:00;05.11.2023 09:14:59;0,17
;;;05.11.2023 09:15:00;05.11.2023 09:29:59;0,134
;;;05.11.2023 09:30:00;05.11.2023 09:44:59;0,27
;;;05.11.2023 09:45:00;05.11.2023 09:59:59;0,04
;;;05.11.2023 10:00:00;05.11.2023 10:14:59;0,031
;;;05.11.2023 10:15:00;05.11.2023 10:29:59;0,052
;;;05.11.2023 10:30:00;05.11.2023 10:44:59;0,257
;;;05.11.2023 10:45:00;05.11.2023 10:59:59;0,38
;;;05.11.2023 11:00:00;05.11.2023 11:14:59;0,704
;;;05.11.2023 11:15:00;05.11.2023 11:29:59;0,421
;;;05.11.2023 11:30:00;05.11.2023 11:44:59;0,127
;;;05.11.2023 11:45:00;05.11.2023 11:59:59;0,03
;;;05.11.2023 12:00:00;05.11.2023 12:14:59;0,031
;;;05.11.2023 12:15:00;05.11.2023 12:29:59;0,005
;;;05.11.2023 12:30:00;05.11.2023 12:44:59;0,011
;;;05.11.2023 12:45:00;05.11.2023 12:59:59;0,02
;;;05.11.2023 13:00:00;05.11.2023 13:14:59;0,61
;;;05.11.2023 13:15:00;05.11.2023 13:29:59;0,593
;;;05.11.2023 13:30:00;05.11.2023 13:44:59;0,012
;;;05.11.2023 13:45:00;05.11.2023 13:59:59;0,001
;;;05.11.2023 14:00:00;05.11.2023 14:14:59;0,001
;;;05.11.2023 14:15:00;05.11.2023 14:29:59;0,08
;;;05.11.2023 14:30:00;05.11.2023 14:44:59;0,016
;;;05.11.2023 14:45:00;05.11.2023 14:59:59;0,002
;;;05.11.2023 15:00:00;05.11.2023 15:14:59;0,003
;;;05.11.2023 15:15:00;05.11.2023 15:29:59;0
;;;05.11.2023 15:30:00;05.11.2023 15:44:59;0,001
;;;05.11.2023 15:45:00;05.11.2023 15:59:59;0,003
;;;05.11.2023 16:00:00;05.11.2023 16:14:59;0,158
;;;05.11.2023 16:15:00;05.11.2023 16:29:59;0,407
;;;05.11.2023 16:30:00;05.11.2023 16:44:59;0,383
;;;05.11.2023 16:45:00;05.11.2023 16:59:59;0,732
;;;05.11.2023 17:00:00;05.11.2023 17:14:59;0,546
;;;05.11.2023 17:15:00;05.11.2023 17:29:59;0,731
;;;05.11.2023 17:30:00;05.11.2023 17:44:59;0,377
;;;05.11.2023 17:45:00;05.11.2023 17:59:59;0,331
;;;05.11.2023 18:00:00;05.11.2023 18:14:59;0,328
;;;05.11.2023 18:15:00;05.11.2023 18:29:59;0,314
;;;05.11.2023 18:30:00;05.11.2023 18:44:59;0,294
;;;05.11.2023 18:45:00;05.11.2023 18:59:59;0,493
;;;05.11.2023 19:00:00;05.11.2023 19:14:59;0,303
;;;05.11.2023 19:15:00;05.11.2023 19:29:59;0,316
;;;05.11.2023 19:30:00;05.11.2023 19:44:59;0,303
;;;05.11.2023 19:45:00;05.11.2023 19:59:59;0,315
;;;05.11.2023 20:00:00;05.11.2023 20:14:59;0,429
;;;05.11.2023 20:15:00;05.11.2023 20:29:59;0,287
;;;05.11.2023 20:30:00;05.11.2023 20:44:59;0,306
;;;05.11.2023 20:45:00;05.11.2023 20:59:59;0,292
;;;05.11.2023 21:00:00;05.11.2023 21:14:59;0,297
;;;05.11.2023 21:15:00;05.11.2023 21:29:59;0,306
;;;05.11.2023 21:30:00;05.11.2023 21:44:59;0,295
;;;05.11.2023 21:45:00;05.11.2023 21:59:59;0,311
;;;05.11.2023 22:00:00;05.11.2023 22:14:59;0,3
;;;05.11.2023 22:15:00;05.11.2023 22:29:59;0,37
;;;05.11.2023 22:30:00;05.11.2023 22:44:59;0,381
;;;05.11.2023 22:45:00;05.11.2023 22:59:59;0,303
;;;05.11.2023 23:00:00;05.11.2023 23:14:59;0,253
;;;05.11.2023 23:15:00;05.11.2023 23:29:59;0,215
;;;05.11.2023 23:30:00;05.11.2023 23:44:59;0,203
;;;05.11.2023 23:45:00;05.11.2023 23:59:59;0,21
;;;06.11.2023 00:00:00;06.11.2023 00:14:59;0,198
;;;06.11.2023 00:15:00;06.11.2023 00:29:59;0,204
;;;06.11.2023 00:30:00;06.11.2023 00:44:59;0,214
;;;06.11.2023 00:45:00;06.11.2023 00:59:59;0,206
;;;06.11.2023 01:00:00;06.11.2023 01:14:59;0,209
;;;06.11.2023 01:15:00;06.11.2023 01:29:59;0,202
;;;06.11.2023 01:30:00;06.11.2023 01:44:59;0,195
;;;06.11.2023 01:45:00;06.11.2023 01:59:59;0,218
;;;06.11.2023 02:00:00;06.11.2023 02:14:59;0,208
;;;06.11.2023 02:15:00;06.11.2023 02:29:59;0,213
;;;06.11.2023 02:30:00;06.11.2023 02:44:59;0,281
;;;06.11.2023 02:45:00;06.11.2023 02:59:59;0,336
;;;06.11.2023 03:00:00;06.11.2023 03:14:59;0,355
;;;06.11.2023 03:15:00;06.11.2023 03:29:59;0,341
;;;06.11.2023 03:30:00;06.11.2023 03:44:59;0,328
;;;06.11.2023 03:45:00;06.11.2023 03:59:59;0,413
;;;06.11.2023 04:00:00;06.11.2023 04:14:59;0,295
;;;06.11.2023 04:15:00;06.11.2023 04:29:59;0,336
;;;06.11.2023 04:30:00;06.11.2023 04:44:59;0,321
;;;06.11.2023 04:45:00;06.11.2023 04:59:59;0,359
;;;06.11.2023 05:00:00;06.11.2023 05:14:59;0,319
;;;06.11.2023 05:15:00;06.11.2023 05:29:59;0,333
;;;06.11.2023 05:30:00;06.11.2023 05:44:59;0,297
;;;06.11.2023 05:45:00;06.11.2023 05:59:59;0,428
;;;06.11.2023 06:00:00;06.11.2023 06:14:59;0,328
;;;06.11.2023 06:15:00;06.11.2023 06:29:59;0,333
;;;06.11.2023 06:30:00;06.11.2023 06:44:59;0,514
;;;06.11.2023 06:45:00;06.11.2023 06:59:59;0,535
;;;06.11.2023 07:00:00;06.11.2023 07:14:59;0,429
;;;06.11.2023 07:15:00;06.11.2023 07:29:59;0,337
;;;06.11.2023 07:30:00;06.11.2023 07:44:59;0,471
;;;06.11.2023 07:45:00;06.11.2023 07:59:59;0,454
;;;06.11.2023 08:00:00;06.11.2023 08:14:59;0,363
;;;06.11.2023 08:15:00;06.11.2023 08:29:59;0,262
;;;06.11.2023 08:30:00;06.11.2023 08:44:59;0,326
;;;06.11.2023 08:45:00;06.11.2023 08:59:59;0,22
;;;06.11.2023 09:00:00;06.11.2023 09:14:59;0,137
;;;06.11.2023 09:15:00;06.11.2023 09:29:59;0,14
;;;06.11.2023 09:30:00;06.11.2023 09:44:59;0,119
;;;06.11.2023 09:45:00;06.11.2023 09:59:59;0,021
;;;06.11.2023 10:00:00;06.11.2023 10:14:59;0,054
;;;06.11.2023 10:15:00;06.11.2023 10:29:59;0,254
;;;06.11.2023 10:30:00;06.11.2023 10:44:59;0,269
;;;06.11.2023 10:45:00;06.11.2023 10:59:59;0
;;;06.11.2023 11:00:00;06.11.2023 11:14:59;0
;;;06.11.2023 11:15:00;06.11.2023 11:29:59;0,002
;;;06.11.2023 11:30:00;06.11.2023 11:44:59;0
;;;06.11.2023 11:45:00;06.11.2023 11:59:59;0
;;;06.11.2023 12:00:00;06.11.2023 12:14:59;0,031
;;;06.11.2023 12:15:00;06.11.2023 12:29:59;0,152
;;;06.11.2023 12:30:00;06.11.2023 12:44:59;0,071
;;;06.11.2023 12:45:00;06.11.2023 12:59:59;0,001
;;;06.11.2023 13:00:00;06.11.2023 13:14:59;0,244
;;;06.11.2023 13:15:00;06.11.2023 13:29:59;0,61
;;;06.11.2023 13:30:00;06.11.2023 13:44:59;0,537
;;;06.11.2023 13:45:00;06.11.2023 13:59:59;0,028
;;;06.11.2023 14:00:00;06.11.2023 14:14:59;0
;;;06.11.2023 14:15:00;06.11.2023 14:29:59;0,001
;;;06.11.2023 14:30:00;06.11.2023 14:44:59;0
;;;06.11.2023 14:45:00;06.11.2023 14:59:59;0
;;;06.11.2023 15:00:00;06.11.2023 15:14:59;0
;;;06.11.2023 15:15:00;06.11.2023 15:29:59;0,014
;;;06.11.2023 15:30:00;06.11.2023 15:44:59;0,003
;;;06.11.2023 15:45:00;06.11.2023 15:59:59;0,003
;;;06.11.2023 16:00:00;06.11.2023 16:14:59;0,001
;;;06.11.2023 16:15:00;06.11.2023 16:29:59;0,003
;;;06.11.2023 16:30:00;06.11.2023 16:44:59;0
;;;06.11.2023 16:45:00;06.11.2023 16:59:59;0,01
;;;06.11.2023 17:00:00;06.11.2023 17:14:59;0,16
;;;06.11.2023 17:15:00;06.11.2023 17:29:59;0,307
;;;06.11.2023 17:30:00;06.11.2023 17:44:59;0,211
;;;06.11.2023 17:45:00;06.11.2023 17:59:59;0,219
;;;06.11.2023 18:00:00;06.11.2023 18:14:59;0,196
;;;06.11.2023 18:15:00;06.11.2023 18:29:59;0,604
;;;06.11.2023 18:30:00;06.11.2023 18:44:59;1,063
;;;06.11.2023 18:45:00;06.11.2023 18:59:59;0,991
;;;06.11.2023 19:00:00;06.11.2023 19:14:59;0,965
;;;06.11.2023 19:15:00;06.11.2023 19:29:59;0,673
;;;06.11.2023 19:30:00;06.11.2023 19:44:59;0,543
;;;06.11.2023 19:45:00;06.11.2023 19:59:59;0,487
;;;06.11.2023 20:00:00;06.11.2023 20:14:59;0,448
;;;06.11.2023 20:15:00;06.11.2023 20:29:59;0,488
;;;06.11.2023 20:30:00;06.11.2023 20:44:59;0,37
;;;06.11.2023 20:45:00;06.11.2023 20:59:59;0,393
;;;06.11.2023 21:00:00;06.11.2023 21:14:59;0,428
;;;06.11.2023 21:15:00;06.11.2023 21:29:59;0,221
;;;06.11.2023 21:30:00;06.11.2023 21:44:59;0,315
;;;06.11.2023 21:45:00;06.11.2023 21:59:59;0,237
;;;06.11.2023 22:00:00;06.11.2023 22:14:59;0,321
;;;06.11.2023 22:15:00;06.11.2023 22:29:59;0,312
;;;06.11.2023 22:30:00;06.11.2023 22:44:59;0,287
;;;06.11.2023 22:45:00;06.11.2023 22:59:59;0,278
;;;06.11.2023 23:00:00;06.11.2023 23:14:59;0,234
;;;06.11.2023 23:15:00;06.11.2023 23:29:59;0,228
;;;06.11.2023 23:30:00;06.11.2023 23:44:59;0,24
;;;06.11.2023 23:45:00;06.11.2023 23:59:59;0,214
;;;07.11.2023 00:00:00;07.11.2023 00:14:59;0,13
;;;07.11.2023 00:15:00;07.11.2023 00:29:59;0,158
;;;07.11.2023 00:30:00;07.11.2023 00:44:59;0,168
;;;07.11.2023 00:45:00;07.11.2023 00:59:59;0,186
;;;07.11.2023 01:00:00;07.11.2023 01:14:59;0,175
;;;07.11.2023 01:15:00;07.11.2023 01:29:59;0,176
;;;07.11.2023 01:30:00;07.11.2023 01:44:59;0,193
;;;07.11.2023 01:45:00;07.11.2023 01:59:59;0,182
;;;07.11.2023 02:00:00;07.11.2023 02:14:59;0,184
;;;07.11.2023 02:15:00;07.11.2023 02:29:59;0,179
;;;07.11.2023 02:30:00;07.11.2023 02:44:59;0,174
;;;07.11.2023 02:45:00;07.11.2023 02:59:59;0,186
;;;07.11.2023 03:00:00;07.11.2023 03:14:59;0,185
;;;07.11.2023 03:15:00;07.11.2023 03:29:59;0,179
;;;07.11.2023 03:30:00;07.11.2023 03:44:59;0,181
;;;07.11.2023 03:45:00;07.11.2023 03:59:59;0,165
;;;07.11.2023 04:00:00;07.11.2023 04:14:59;0,189
;;;07.11.2023 04:15:00;07.11.2023 04:29:59;0,176
;;;07.11.2023 04:30:00;07.11.2023 04:44:59;0,173
;;;07.11.2023 04:45:00;07.11.2023 04:59:59;0,179
;;;07.11.2023 05:00:00;07.11.2023 05:14:59;0,164
;;;07.11.2023 05:15:00;07.11.2023 05:29:59;0,183
;;;07.11.2023 05:30:00;07.11.2023 05:44:59;0,178
;;;07.11.2023 05:45:00;07.11.2023 05:59:59;0,189
;;;07.11.2023 06:00:00;07.11.2023 06:14:59;0,176
;;;07.11.2023 06:15:00;07.11.2023 06:29:59;0,169
;;;07.11.2023 06:30:00;07.11.2023 06:44:59;0,211
;;;07.11.2023 06:45:00;07.11.2023 06:59:59;0,34
;;;07.11.2023 07:00:00;07.11.2023 07:14:59;0,262
;;;07.11.2023 07:15:00;07.11.2023 07:29:59;0,246
;;;07.11.2023 07:30:00;07.11.2023 07:44:59;0,442
;;;07.11.2023 07:45:00;07.11.2023 07:59:59;0,496
;;;07.11.2023 08:00:00;07.11.2023 08:14:59;0,733
;;;07.11.2023 08:15:00;07.11.2023 08:29:59;0,559
;;;07.11.2023 08:30:00;07.11.2023 08:44:59;0,531
;;;07.11.2023 08:45:00;07.11.2023 08:59:59;0,437
;;;07.11.2023 09:00:00;07.11.2023 09:14:59;0,64
;;;07.11.2023 09:15:00;07.11.2023 09:29:59;0,511
;;;07.11.2023 09:30:00;07.11.2023 09:44:59;0,4
;;;07.11.2023 09:45:00;07.11.2023 09:59:59;0,351
;;;07.11.2023 10:00:00;07.11.2023 10:14:59;0,37
;;;07.11.2023 10:15:00;07.11.2023 10:29:59;0,29
;;;07.11.2023 10:30:00;07.11.2023 10:44:59;0,31
;;;07.11.2023 10:45:00;07.11.2023 10:59:59;0,291
;;;07.11.2023 11:00:00;07.11.2023 11:14:59;0,254
;;;07.11.2023 11:15:00;07.11.2023 11:29:59;0,179
;;;07.11.2023 11:30:00;07.11.2023 11:44:59;0,147
;;;07.11.2023 11:45:00;07.11.2023 11:59:59;0,162
;;;07.11.2023 12:00:00;07.11.2023 12:14:59;0,158
;;;07.11.2023 12:15:00;07.11.2023 12:29:59;0,22
;;;07.11.2023 12:30:00;07.11.2023 12:44:59;0,163
;;;07.11.2023 12:45:00;07.11.2023 12:59:59;0,032
;;;07.11.2023 13:00:00;07.11.2023 13:14:59;0,378
;;;07.11.2023 13:15:00;07.11.2023 13:29:59;0,819
;;;07.11.2023 13:30:00;07.11.2023 13:44:59;0,524
;;;07.11.2023 13:45:00;07.11.2023 13:59:59;0,06
;;;07.11.2023 14:00:00;07.11.2023 14:14:59;0,086
;;;07.11.2023 14:15:00;07.11.2023 14:29:59;0,067
;;;07.11.2023 14:30:00;07.11.2023 14:44:59;0,096
;;;07.11.2023 14:45:00;07.11.2023 14:59:59;0,069
;;;07.11.2023 15:00:00;07.11.2023 15:14:59;0,094
;;;07.11.2023 15:15:00;07.11.2023 15:29:59;0,126
;;;07.11.2023 15:30:00;07.11.2023 15:44:59;0,153
;;;07.11.2023 15:45:00;07.11.2023 15:59:59;0,196
;;;07.11.2023 16:00:00;07.11.2023 16:14:59;0,265
;;;07.11.2023 16:15:00;07.11.2023 16:29:59;0,24
;;;07.11.2023 16:30:00;07.11.2023 16:44:59;0,388
;;;07.11.2023 16:45:00;07.11.2023 16:59:59;0,799
;;;07.11.2023 17:00:00;07.11.2023 17:14:59;0,556
;;;07.11.2023 17:15:00;07.11.2023 17:29:59;0,563
;;;07.11.2023 17:30:00;07.11.2023 17:44:59;0,447
;;;07.11.2023 17:45:00;07.11.2023 17:59:59;0,384
;;;07.11.2023 18:00:00;07.11.2023 18:14:59;0,791
;;;07.11.2023 18:15:00;07.11.2023 18:29:59;0,739
;;;07.11.2023 18:30:00;07.11.2023 18:44:59;0,662
;;;07.11.2023 18:45:00;07.11.2023 18:59:59;0,592
;;;07.11.2023 19:00:00;07.11.2023 19:14:59;0,49
;;;07.11.2023 19:15:00;07.11.2023 19:29:59;0,372
;;;07.11.2023 19:30:00;07.11.2023 19:44:59;0,369
;;;07.11.2023 19:45:00;07.11.2023 19:59:59;0,299
;;;07.11.2023 20:00:00;07.11.2023 20:14:59;0,252
;;;07.11.2023 20:15:00;07.11.2023 20:29:59;0,242
;;;07.11.2023 20:30:00;07.11.2023 20:44:59;0,346
;;;07.11.2023 20:45:00;07.11.2023 20:59:59;0,214
;;;07.11.2023 21:00:00;07.11.2023 21:14:59;0,166
;;;07.11.2023 21:15:00;07.11.2023 21:29:59;0,171
;;;07.11.2023 21:30:00;07.11.2023 21:44:59;0,168
;;;07.11.2023 21:45:00;07.11.2023 21:59:59;0,165
;;;07.11.2023 22:00:00;07.11.2023 22:14:59;0,181
;;;07.11.2023 22:15:00;07.11.2023 22:29:59;0,183
;;;07.11.2023 22:30:00;07.11.2023 22:44:59;0,224
;;;07.11.2023 22:45:00;07.11.2023 22:59:59;0,161
;;;07.11.2023 23:00:00;07.11.2023 23:14:59;0,142
;;;07.11.2023 23:15:00;07.11.2023 23:29:59;0,155
;;;07.11.2023 23:30:00;07.11.2023 23:44:59;0,137
;;;07.11.2023 23:45:00;07.11.2023 23:59:59;0,18
;;;08.11.2023 00:00:00;08.11.2023 00:14:59;0,154
;;;08.11.2023 00:15:00;08.11.2023 00:29:59;0,137
;;;08.11.2023 00:30:00;08.11.2023 00:44:59;0,155
;;;08.11.2023 00:45:00;08.11.2023 00:59:59;0,146
;;;08.11.2023 01:00:00;08.11.2023 01:14:59;0,151
;;;08.11.2023 01:15:00;08.11.2023 01:29:59;0,146
;;;08.11.2023 01:30:00;08.11.2023 01:44:59;0,141
;;;08.11.2023 01:45:00;08.11.2023 01:59:59;0,169
;;;08.11.2023 02:00:00;08.11.2023 02:14:59;0,256
;;;08.11.2023 02:15:00;08.11.2023 02:29:59;0,249
;;;08.11.2023 02:30:00;08.11.2023 02:44:59;0,258
;;;08.11.2023 02:45:00;08.11.2023 02:59:59;0,277
;;;08.11.2023 03:00:00;08.11.2023 03:14:59;0,281
;;;08.11.2023 03:15:00;08.11.2023 03:29:59;0,295
;;;08.11.2023 03:30:00;08.11.2023 03:44:59;0,278
;;;08.11.2023 03:45:00;08.11.2023 03:59:59;0,294
;;;08.11.2023 04:00:00;08.11.2023 04:14:59;0,386
;;;08.11.2023 04:15:00;08.11.2023 04:29:59;0,317
;;;08.11.2023 04:30:00;08.11.2023 04:44:59;0,27
;;;08.11.2023 04:45:00;08.11.2023 04:59:59;0,257
;;;08.11.2023 05:00:00;08.11.2023 05:14:59;0,263
;;;08.11.2023 05:15:00;08.11.2023 05:29:59;0,254
;;;08.11.2023 05:30:00;08.11.2023 05:44:59;0,259
;;;08.11.2023 05:45:00;08.11.2023 05:59:59;0,286
;;;08.11.2023 06:00:00;08.11.2023 06:14:59;0,25
;;;08.11.2023 06:15:00;08.11.2023 06:29:59;0,184
;;;08.11.2023 06:30:00;08.11.2023 06:44:59;0,314
;;;08.11.2023 06:45:00;08.11.2023 06:59:59;0,311
;;;08.11.2023 07:00:00;08.11.2023 07:14:59;0,272
;;;08.11.2023 07:15:00;08.11.2023 07:29:59;0,246
;;;08.11.2023 07:30:00;08.11.2023 07:44:59;0,217
;;;08.11.2023 07:45:00;08.11.2023 07:59:59;0,184
;;;08.11.2023 08:00:00;08.11.2023 08:14:59;0,178
;;;08.11.2023 08:15:00;08.11.2023 08:29:59;0,198
;;;08.11.2023 08:30:00;08.11.2023 08:44:59;0,183
;;;08.11.2023 08:45:00;08.11.2023 08:59:59;0,177
;;;08.11.2023 09:00:00;08.11.2023 09:14:59;0,124
;;;08.11.2023 09:15:00;08.11.2023 09:29:59;0,047
;;;08.11.2023 09:30:00;08.11.2023 09:44:59;0,036
;;;08.11.2023 09:45:00;08.11.2023 09:59:59;0,015
;;;08.11.2023 10:00:00;08.11.2023 10:14:59;0
;;;08.11.2023 10:15:00;08.11.2023 10:29:59;0,001
;;;08.11.2023 10:30:00;08.11.2023 10:44:59;0,002
;;;08.11.2023 10:45:00;08.11.2023 10:59:59;0
;;;08.11.2023 11:00:00;08.11.2023 11:14:59;0
;;;08.11.2023 11:15:00;08.11.2023 11:29:59;0
;;;08.11.2023 11:30:00;08.11.2023 11:44:59;0
;;;08.11.2023 11:45:00;08.11.2023 11:59:59;0,001
;;;08.11.2023 12:00:00;08.11.2023 12:14:59;0
;;;08.11.2023 12:15:00;08.11.2023 12:29:59;0,004
;;;08.11.2023 12:30:00;08.11.2023 12:44:59;0,006
;;;08.11.2023 12:45:00;08.11.2023 12:59:59;0
;;;08.11.2023 13:00:00;08.11.2023 13:14:59;0,257
;;;08.11.2023 13:15:00;08.11.2023 13:29:59;0,603
;;;08.11.2023 13:30:00;08.11.2023 13:44:59;0,01
;;;08.11.2023 13:45:00;08.11.2023 13:59:59;0,004
;;;08.11.2023 14:00:00;08.11.2023 14:14:59;0,001
;;;08.11.2023 14:15:00;08.11.2023 14:29:59;0
;;;08.11.2023 14:30:00;08.11.2023 14:44:59;0,002
;;;08.11.2023 14:45:00;08.11.2023 14:59:59;0,003
;;;08.11.2023 15:00:00;08.11.2023 15:14:59;0,001
;;;08.11.2023 15:15:00;08.11.2023 15:29:59;0,038
;;;08.11.2023 15:30:00;08.11.2023 15:44:59;0,429
;;;08.11.2023 15:45:00;08.11.2023 15:59:59;0,001
;;;08.11.2023 16:00:00;08.11.2023 16:14:59;0
;;;08.11.2023 16:15:00;08.11.2023 16:29:59;0,016
;;;08.11.2023 16:30:00;08.11.2023 16:44:59;0,061
;;;08.11.2023 16:45:00;08.11.2023 16:59:59;0,093
;;;08.11.2023 17:00:00;08.11.2023 17:14:59;0,297
;;;08.11.2023 17:15:00;08.11.2023 17:29:59;0,824
;;;08.11.2023 17:30:00;08.11.2023 17:44:59;0,531
;;;08.11.2023 17:45:00;08.11.2023 17:59:59;0,524
;;;08.11.2023 18:00:00;08.11.2023 18:14:59;0,378
;;;08.11.2023 18:15:00;08.11.2023 18:29:59;0,531
;;;08.11.2023 18:30:00;08.11.2023 18:44:59;0,43
;;;08.11.2023 18:45:00;08.11.2023 18:59:59;0,404
;;;08.11.2023 19:00:00;08.11.2023 19:14:59;0,387
;;;08.11.2023 19:15:00;08.11.2023 19:29:59;0,531
;;;08.11.2023 19:30:00;08.11.2023 19:44:59;0,845
;;;08.11.2023 19:45:00;08.11.2023 19:59:59;0,445
;;;08.11.2023 20:00:00;08.11.2023 20:14:59;0,411
;;;08.11.2023 20:15:00;08.11.2023 20:29:59;0,346
;;;08.11.2023 20:30:00;08.11.2023 20:44:59;0,336
;;;08.11.2023 20:45:00;08.11.2023 20:59:59;0,333
;;;08.11.2023 21:00:00;08.11.2023 21:14:59;0,348
;;;08.11.2023 21:15:00;08.11.2023 21:29:59;0,397
;;;08.11.2023 21:30:00;08.11.2023 21:44:59;0,394
;;;08.11.2023 21:45:00;08.11.2023 21:59:59;0,446
;;;08.11.2023 22:00:00;08.11.2023 22:14:59;0,334
;;;08.11.2023 22:15:00;08.11.2023 22:29:59;0,327
;;;08.11.2023 22:30:00;08.11.2023 22:44:59;0,335
;;;08.11.2023 22:45:00;08.11.2023 22:59:59;0,305
;;;08.11.2023 23:00:00;08.11.2023 23:14:59;0,417
;;;08.11.2023 23:15:00;08.11.2023 23:29:59;0,347
;;;08.11.2023 23:30:00;08.11.2023 23:44:59;0,304
;;;08.11.2023 23:45:00;08.11.2023 23:59:59;0,276
;;;09.11.2023 00:00:00;09.11.2023 00:14:59;0,351
;;;09.11.2023 00:15:00;09.11.2023 00:29:59;0,36
;;;09.11.2023 00:30:00;09.11.2023 00:44:59;0,335
;;;09.11.2023 00:45:00;09.11.2023 00:59:59;0,329
;;;09.11.2023 01:00:00;09.11.2023 01:14:59;0,307
;;;09.11.2023 01:15:00;09.11.2023 01:29:59;0,416
;;;09.11.2023 01:30:00;09.11.2023 01:44:59;0,334
;;;09.11.2023 01:45:00;09.11.2023 01:59:59;0,274
;;;09.11.2023 02:00:00;09.11.2023 02:14:59;0,34
;;;09.11.2023 02:15:00;09.11.2023 02:29:59;0,355
;;;09.11.2023 02:30:00;09.11.2023 02:44:59;0,332
;;;09.11.2023 02:45:00;09.11.2023 02:59:59;0,305
;;;09.11.2023 03:00:00;09.11.2023 03:14:59;0,37
;;;09.11.2023 03:15:00;09.11.2023 03:29:59;0,357
;;;09.11.2023 03:30:00;09.11.2023 03:44:59;0,301
;;;09.11.2023 03:45:00;09.11.2023 03:59:59;0,294
;;;09.11.2023 04:00:00;09.11.2023 04:14:59;0,266
;;;09.11.2023 04:15:00;09.11.2023 04:29:59;0,325
;;;09.11.2023 04:30:00;09.11.2023 04:44:59;0,339
;;;09.11.2023 04:45:00;09.11.2023 04:59:59;0,321
;;;09.11.2023 05:00:00;09.11.2023 05:14:59;0,303
;;;09.11.2023 05:15:00;09.11.2023 05:29:59;0,264
